BJD - 2454833, Corrected Flux
2271.257540822, 1.080216234,
2271.277972407, 1.087696790,
2271.298404092, 1.074261704,
2271.318835577, 1.072752873,
2271.339267161, 1.033690488,
2271.359698846, 1.047147823,
2271.380130330, 1.085223025,
2271.400561915, 1.055573429,
2271.420993499, 1.063573748,
2271.441425084, 1.055005492,
2271.461856568, 1.065964211,
2271.482288252, 1.078983321,
2271.502719836, 1.068963435,
2271.523151420, 1.059144228,
2271.543583004, 1.047763415,
2271.564014587, 1.071295512,
2271.584446171, 1.063734898,
2271.604877755, 1.086714797,
2271.625309338, 1.071211588,
2271.645741022, 1.036229853,
2271.666172605, 1.045036751,
2271.686604088, 1.037846959,
2271.707035771, 1.050167835,
2271.727467354, 1.087374320,
2271.747898838, 1.055117719,
2271.768330520, 1.064139329,
2271.788762103, 1.044204297,
2271.809193586, 1.056481339,
2271.829625269, 1.032790487,
2271.850056851, 1.024496447,
2271.870488334, 1.006412339,
2271.911351599, 1.032595381,
2271.931783281, 1.037452256,
2271.952214763, 1.041620803,
2271.972646346, 1.039123261,
2271.993078028, 1.037368562,
2272.013509510, 1.021028649,
2272.033941091, 1.019332245,
2272.054372773, 1.018231407,
2272.074804255, 1.040236066,
2272.095235837, 1.031113877,
2272.115667418, 1.039729597,
2272.136099100, 1.042030669,
2272.156530581, 1.050465327,
2272.176962263, 1.028862535,
2272.197393744, 1.044317407,
2272.217825325, 1.040711068,
2272.238257006, 1.040539312,
2272.258688487, 1.043474540,
2272.279120168, 1.047833471,
2272.299551749, 1.042745978,
2272.319983230, 1.033826813,
2272.340414911, 1.028834010,
2272.360846492, 1.049511053,
2272.381277972, 1.050380250,
2272.401709653, 1.033651692,
2272.422141233, 1.033124991,
2272.442572714, 1.048950394,
2272.463004394, 1.038652949,
2272.483435975, 1.052576745,
2272.503867555, 1.025942439,
2272.524299135, 1.053984527,
2272.544730715, 1.040658935,
2272.565162395, 1.026029593,
2272.585593875, 1.046853434,
2272.606025455, 1.054485799,
2272.626457134, 1.036885695,
2272.646888714, 1.057505959,
2272.667320194, 1.023006881,
2272.687751873, 1.028577186,
2272.708183453, 1.058118375,
2272.728614932, 1.032388169,
2272.749046612, 1.054607787,
2272.769478191, 1.044667594,
2272.789909670, 1.029388842,
2272.810341349, 1.029439934,
2272.830772828, 1.062534278,
2272.851204507, 1.045363626,
2272.871636086, 1.032884303,
2272.892067665, 1.051020063,
2272.912499244, 1.044836995,
2272.932930823, 1.036723876,
2272.953362301, 1.038787913,
2272.973793980, 1.021202643,
2272.994225559, 1.039228204,
2273.014657037, 1.062888718,
2273.035088716, 1.066995577,
2273.055520294, 1.038116402,
2273.075951872, 1.020571540,
2273.096383450, 1.014033891,
2273.116815029, 1.027043927,
2273.137246607, 1.026451347,
2273.157678285, 1.024119419,
2273.178109763, 1.048072285,
2273.198541441, 1.062318507,
2273.218973018, 1.030631449,
2273.239404496, 1.035354050,
2273.259836174, 1.018514285,
2273.280267752, 1.043956785,
2273.300699229, 1.027735994,
2273.321130907, 1.036137304,
2273.341562484, 1.024160698,
2273.361993962, 1.044663190,
2273.382425639, 1.045700950,
2273.402857216, 1.032819367,
2273.423288694, 1.033008548,
2273.443720371, 1.037665111,
2273.464151948, 1.050277367,
2273.484583625, 1.065011783,
2273.505015102, 1.042272577,
2273.525446679, 1.051756434,
2273.545878356, 1.031393331,
2273.566309833, 1.050573387,
2273.586741409, 1.048961483,
2273.607172986, 1.057575174,
2273.627604563, 1.042691427,
2273.648036139, 1.031158085,
2273.668467816, 1.044006317,
2273.688899292, 1.043377644,
2273.709330869, 1.037629975,
2273.729762545, 1.048833156,
2273.750194021, 1.045863454,
2273.770625698, 1.042461006,
2273.791057274, 1.032905839,
2273.811488750, 1.049692289,
2273.872783478, 1.037354006,
2273.893215154, 1.036840840,
2273.913646730, 1.039365239,
2273.934078206, 1.055964119,
2273.954509882, 1.053021793,
2273.974941457, 1.040587316,
2273.995373033, 1.066845411,
2274.015804608, 1.036716510,
2274.036236184, 1.047281308,
2274.056667860, 1.048938655,
2274.077099335, 1.043705212,
2274.097530910, 1.051016116,
2274.117962586, 1.032234046,
2274.138394161, 1.064223372,
2274.158825636, 1.051705017,
2274.179257312, 1.054594342,
2274.199688887, 1.070832134,
2274.220120362, 1.049090835,
2274.240552037, 1.048626719,
2274.260983612, 1.043691846,
2274.281415087, 1.049937969,
2274.301846762, 1.070511188,
2274.363141486, 1.047468292,
2274.383572961, 1.045270316,
2274.404004635, 1.016491267,
2274.424436210, 1.064270324,
2274.444867685, 1.052904681,
2274.465299359, 1.046063912,
2274.485730934, 1.052991438,
2274.506162508, 1.046715274,
2274.526594082, 1.047039267,
2274.547025657, 1.039154208,
2274.567457231, 1.050410383,
2274.587888805, 1.064852425,
2274.608320379, 1.073340177,
2274.628752054, 1.061419722,
2274.649183528, 1.039988908,
2274.669615102, 1.046823129,
2274.690046776, 1.060510124,
2274.710478350, 1.050121899,
2274.730909824, 1.052725482,
2274.751341497, 1.057529108,
2274.771773071, 1.057797157,
2274.792204545, 1.042232179,
2274.812636219, 1.062023273,
2274.833067793, 1.052721309,
2274.853499266, 1.060011767,
2274.873930940, 1.050719272,
2274.894362514, 1.052346971,
2274.914794187, 1.059073247,
2274.935225661, 1.052770209,
2274.955657234, 1.057158377,
2274.976088807, 1.058991818,
2274.996520381, 1.057522144,
2275.016951854, 1.053600718,
2275.037383528, 1.057865004,
2275.057815101, 1.052662505,
2275.098678247, 1.068735119,
2275.119109820, 1.057409828,
2275.139541393, 1.066280676,
2275.159972967, 1.051770728,
2275.180404540, 1.123247650,
2275.200836213, 1.040326132,
2275.221267785, 1.060282315,
2275.241699258, 1.051886828,
2275.262130931, 1.046651015,
2275.282562504, 1.057959360,
2275.302993977, 1.084381234,
2275.323425650, 1.063402584,
2275.343857223, 1.055199731,
2275.364288695, 1.066320295,
2275.384720368, 1.060650325,
2275.405151941, 1.070777003,
2275.425583613, 1.057472860,
2275.446015086, 1.060146239,
2275.466446658, 1.055361135,
2275.486878331, 1.100689366,
2275.507309803, 1.059306854,
2275.527741376, 1.065596774,
2275.548173048, 1.083060306,
2275.589036093, 1.064670357,
2275.609467665, 1.071254135,
2275.629899237, 1.042089473,
2275.650330809, 1.050425565,
2275.670762382, 1.061920025,
2275.691193954, 1.043125896,
2275.711625626, 1.072242819,
2275.732057198, 1.058598525,
2275.752488670, 1.056243526,
2275.772920342, 1.057332707,
2275.793351914, 1.051728464,
2275.854646630, 1.061418972,
2275.895509774, 1.057141741,
2275.915941346, 1.057016052,
2275.936372818, 1.061890964,
2275.956804489, 1.050790254,
2275.977236061, 1.076504676,
2275.997667733, 1.059872253,
2276.018099205, 1.065489856,
2276.038530776, 1.084602123,
2276.079393920, 1.052819536,
2276.099825491, 1.074491308,
2276.120257163, 1.051760101,
2276.140688634, 1.057782972,
2276.161120206, 1.057515915,
2276.181551877, 1.061076421,
2276.201983449, 1.054405571,
2276.222415020, 1.071414524,
2276.263278163, 1.068127096,
2276.283709734, 1.064281253,
2276.324572877, 1.074755945,
2276.345004448, 1.046779800,
2276.365436020, 1.071543606,
2276.385867491, 1.064049120,
2276.406299162, 1.068168840,
2276.426730733, 1.058684649,
2276.447162204, 1.040841467,
2276.467593876, 1.063590976,
2276.488025447, 1.064681347,
2276.508457118, 1.050889795,
2276.528888589, 1.063024630,
2276.549320160, 1.053951584,
2276.569751831, 1.070927934,
2276.590183302, 1.092193009,
2276.610614873, 1.063110533,
2276.631046544, 1.052075002,
2276.651478015, 1.061886450,
2276.671909586, 1.066450704,
2276.692341257, 1.051603128,
2276.712772828, 1.048070515,
2276.733204299, 1.062245845,
2276.753635970, 1.066855333,
2276.774067541, 1.059974940,
2276.814930682, 1.062880793,
2276.835362253, 1.061935067,
2276.855793924, 1.063954633,
2276.876225395, 1.074438681,
2276.896656965, 1.061764581,
2276.917088636, 1.059625889,
2276.937520107, 1.061810946,
2276.957951678, 1.076448418,
2276.978383348, 1.070629487,
2276.998814819, 1.058060276,
2277.019246490, 1.058716479,
2277.060109531, 1.059936419,
2277.080541202, 1.030689429,
2277.100972672, 1.049789104,
2277.121404243, 1.055623957,
2277.141835913, 1.081856368,
2277.162267384, 1.063909413,
2277.182698955, 1.045114866,
2277.203130625, 1.063300747,
2277.223562196, 1.056887174,
2277.243993666, 1.056341705,
2277.264425337, 1.067647118,
2277.305288478, 1.065216268,
2277.325720048, 1.065885926,
2277.346151619, 1.054296903,
2277.366583289, 1.065316082,
2277.387014760, 1.051651511,
2277.407446330, 1.074895693,
2277.427878000, 1.047509931,
2277.448309471, 1.077577287,
2277.468741041, 1.074171119,
2277.489172712, 1.050548754,
2277.550467423, 1.069008958,
2277.570898893, 1.058875291,
2277.591330564, 1.066562781,
2277.611762134, 1.055111440,
2277.632193604, 1.073107470,
2277.652625275, 1.053439218,
2277.673056845, 1.079387635,
2277.693488415, 1.057913487,
2277.713919986, 1.058777384,
2277.734351556, 1.061024504,
2277.754783126, 1.060296140,
2277.795646267, 1.059231483,
2277.816077837, 1.068055443,
2277.836509407, 1.064463908,
2277.856940978, 1.042785065,
2277.877372548, 1.073995749,
2277.897804118, 1.054335344,
2277.918235688, 1.068530676,
2277.938667359, 1.046320259,
2277.959098829, 1.058431518,
2277.979530399, 1.048314582,
2277.999962070, 1.071883450,
2278.040825210, 1.193405812,
2278.061256780, 1.082868300,
2278.081688251, 1.067629582,
2278.102119921, 1.071537205,
2278.122551491, 1.058112638,
2278.142982961, 1.077115945,
2278.163414632, 1.071973300,
2278.183846202, 1.073190037,
2278.204277772, 1.060410110,
2278.224709342, 1.075485918,
2278.245140913, 1.077832028,
2278.265572583, 1.077270834,
2278.286004053, 1.071313422,
2278.306435623, 1.065838643,
2278.326867294, 1.067693355,
2278.347298764, 1.074503499,
2278.367730334, 1.072248813,
2278.388162004, 1.079994914,
2278.408593575, 1.064504706,
2278.429025045, 1.075475836,
2278.449456715, 1.071136549,
2278.469888185, 1.065494368,
2278.490319856, 1.064608866,
2278.531182896, 1.066629529,
2278.551614567, 1.066297615,
2278.572046137, 1.058053350,
2278.592477607, 1.061890298,
2278.612909277, 1.060381667,
2278.633340848, 1.064114284,
2278.653772318, 1.061113678,
2278.674203988, 1.063241652,
2278.694635559, 1.072233082,
2278.715067029, 1.056246884,
2278.735498699, 1.083638675,
2278.776361940, 1.074362011,
2278.796793410, 1.075800650,
2278.817224981, 1.072438219,
2278.837656651, 1.074896544,
2278.858088222, 1.064840248,
2278.878519692, 1.071350820,
2278.898951362, 1.048282026,
2278.919382933, 1.068525057,
2278.939814403, 1.068622358,
2278.960246074, 1.071765063,
2278.980677644, 1.076519255,
2279.021540785, 1.073484254,
2279.041972355, 1.073788633,
2279.062404026, 1.069902963,
2279.082835496, 1.066616732,
2279.103267067, 1.071796111,
2279.123698637, 1.069002269,
2279.144130208, 1.078344642,
2279.164561679, 1.092862555,
2279.184993349, 1.073170786,
2279.205424920, 1.057263082,
2279.225856590, 1.061080950,
2279.266719631, 1.070888249,
2279.287151302, 1.040751233,
2279.307582773, 1.065861506,
2279.328014343, 1.078221846,
2279.348446014, 1.074842964,
2279.368877485, 1.087605272,
2279.389309055, 1.081549451,
2279.409740726, 1.075612556,
2279.430172297, 1.075727788,
2279.450603867, 1.057916673,
2279.471035438, 1.058949419,
2279.511898580, 1.073272993,
2279.532330151, 1.053808395,
2279.552761721, 1.079183872,
2279.573193392, 1.074083336,
2279.593624863, 1.071367603,
2279.614056434, 1.076856863,
2279.634488105, 1.074538121,
2279.654919576, 1.066864055,
2279.675351147, 1.066513396,
2279.695782818, 1.069708214,
2279.716214288, 1.074433144,
2279.757077530, 1.075613846,
2279.777509001, 1.082083732,
2279.797940672, 1.073260881,
2279.818372144, 1.059009374,
2279.838803715, 1.058612900,
2279.859235386, 1.081452781,
2279.879666857, 1.087794257,
2279.900098428, 1.069414916,
2279.920530099, 1.074939597,
2279.940961670, 1.077627249,
2279.961393241, 1.062154862,
2280.002256384, 1.075779563,
2280.022687955, 1.077962744,
2280.063551098, 1.070361169,
2280.083982769, 1.067397634,
2280.104414241, 1.058163213,
2280.124845812, 1.081112432,
2280.145277483, 1.076147964,
2280.165708955, 1.071395411,
2280.186140626, 1.078282264,
2280.206572198, 1.079221769,
2280.247435341, 1.085040903,
2280.267866912, 1.095338450,
2280.288298384, 1.087509099,
2280.308730056, 1.069211706,
2280.349593099, 1.063620205,
2280.370024771, 1.091030323,
2280.390456342, 1.072639007,
2280.410887914, 1.068306512,
2280.431319486, 1.067636899,
2280.451751058, 1.078869346,
2280.492614201, 1.072941592,
2280.513045773, 1.073989659,
2280.533477345, 1.098726352,
2280.553908917, 1.073294328,
2280.574340489, 1.072766922,
2280.594772061, 1.077551125,
2280.615203633, 1.076540425,
2280.635635305, 1.082285265,
2280.656066877, 1.073918986,
2280.676498349, 1.062710874,
2280.696930021, 1.094285809,
2280.737793066, 1.078105190,
2280.758224738, 1.090036344,
2280.778656310, 1.076036067,
2280.819519455, 1.080030562,
2280.839951027, 1.085453977,
2280.860382500, 1.112497331,
2280.880814172, 1.080123437,
2280.901245745, 1.089761504,
2280.921677417, 1.068444467,
2280.982972135, 1.075157947,
2281.003403608, 1.075745950,
2281.023835180, 1.114492708,
2281.044266853, 1.079582235,
2281.064698426, 1.082788411,
2281.085129899, 1.084402689,
2281.105561571, 1.073563488,
2281.125993144, 1.072344261,
2281.146424717, 1.088963141,
2281.166856290, 1.078708927,
2281.187287863, 1.070291193,
2281.228151009, 1.090648046,
2281.248582482, 1.057119413,
2281.269014155, 1.094302622,
2281.289445729, 1.083282206,
2281.309877202, 1.064573120,
2281.330308875, 1.082566142,
2281.350740448, 1.088542234,
2281.371172122, 1.080882906,
2281.391603595, 1.081721389,
2281.412035168, 1.072844400,
2281.432466842, 1.078800600,
2281.473329889, 1.074590710,
2281.493761562, 1.077495386,
2281.514193036, 1.078812852,
2281.534624610, 1.084421742,
2281.555056283, 1.087962656,
2281.575487857, 1.080244816,
2281.595919431, 1.079625196,
2281.616351005, 1.123065840,
2281.636782579, 1.080247333,
2281.657214152, 1.084079121,
2281.677645726, 1.102284656,
2281.718508974, 1.081339333,
2281.738940448, 1.068412885,
2281.759372023, 1.082746346,
2281.779803697, 1.083326877,
2281.800235171, 1.084233175,
2281.820666845, 1.088156160,
2281.841098419, 1.085071376,
2281.861529894, 1.081927934,
2281.881961568, 1.079680900,
2281.902393043, 1.077621864,
2281.922824617, 1.079832559,
2281.963687766, 1.089321909,
2281.984119341, 1.114095208,
2282.004551016, 1.082370011,
2282.024982490, 1.082755324,
2282.045414165, 1.086868289,
2282.065845740, 1.081806074,
2282.086277315, 1.085467606,
2282.106708890, 1.083090390,
2282.127140464, 1.090418157,
2282.147572039, 1.079879790,
2282.168003615, 1.069434861,
2282.290593166, 1.075633147,
2282.311024641, 1.093158377,
2282.331456317, 1.062888905,
2282.351887892, 1.066730777,
2282.372319368, 1.084731805,
2282.392751043, 1.084361794,
2282.413182619, 1.093810049,
2282.433614095, 1.070218566,
2282.454045771, 1.079356436,
2282.474477346, 1.084407136,
2282.494909022, 1.086953734,
2282.515340498, 1.094092953,
2282.535772074, 1.079508691,
2282.556203650, 1.088878985,
2282.576635226, 1.087666367,
2282.597066702, 1.078375580,
2282.617498379, 1.088366552,
2282.637929955, 1.080929664,
2282.658361531, 1.079258531,
2282.699224684, 1.083819596,
2282.719656360, 1.083066335,
2282.740087837, 1.100101035,
2282.760519414, 1.096794166,
2282.780951090, 1.085207059,
2282.801382667, 1.089202632,
2282.821814144, 1.082745413,
2282.842245820, 1.099823988,
2282.862677397, 1.082811053,
2282.883108874, 1.087127932,
2282.903540551, 1.090768867,
2282.944403805, 1.091464190,
2282.964835283, 1.093250311,
2282.985266860, 1.078904239,
2283.005698537, 1.077931845,
2283.026130014, 1.086622413,
2283.046561592, 1.096599114,
2283.066993269, 1.079250609,
2283.087424747, 1.085201757,
2283.107856424, 1.082409742,
2283.128288002, 1.103181284,
2283.148719480, 1.080483035,
2283.189582635, 1.116554884,
2283.210014213, 1.095238474,
2283.230445891, 1.064396707,
2283.250877469, 1.076645068,
2283.271308947, 1.083324365,
2283.291740625, 1.075195632,
2283.312172203, 1.086225619,
2283.332603782, 1.082241136,
2283.353035360, 1.077068724,
2283.373466938, 1.093627915,
2283.393898517, 1.088337233,
2283.434761674, 1.081413099,
2283.455193353, 1.090907979,
2283.475624831, 1.108706730,
2283.496056410, 1.089544328,
2283.516488089, 1.078542256,
2283.536919568, 1.075324303,
2283.557351247, 1.097974624,
2283.577782826, 1.087971160,
2283.598214305, 1.067308708,
2283.618645984, 1.088817254,
2283.700372302, 1.076719607,
2283.720803781, 1.133058676,
2283.741235461, 1.070423089,
2283.761667040, 1.066776605,
2283.782098720, 1.076681541,
2283.802530200, 1.129772764,
2283.822961780, 1.088344408,
2283.843393460, 1.113928894,
2283.863824940, 1.094505072,
2283.884256520, 1.094446515,
2283.904688200, 1.095798582,
2283.925119680, 1.083283505,
2283.945551260, 1.093734101,
2283.965982941, 1.090946728,
2283.986414421, 1.076581563,
2284.006846102, 1.093723644,
2284.027277682, 1.090386041,
2284.047709163, 1.081528501,
2284.068140844, 1.073977019,
2284.088572424, 1.079077938,
2284.109003905, 1.087674297,
2284.129435586, 1.094308532,
2284.190730329, 1.094198347,
2284.211161911, 1.091840115,
2284.231593592, 1.092357530,
2284.252025073, 1.094831423,
2284.272456655, 1.092191308,
2284.292888336, 1.099532943,
2284.313319818, 1.078429459,
2284.333751400, 1.090332729,
2284.354183081, 1.078472551,
2284.374614563, 1.093614042,
2284.415477827, 1.090334497,
2284.435909409, 1.078459563,
2284.456340991, 1.092888385,
2284.476772573, 1.117969147,
2284.497204156, 1.093546974,
2284.517635738, 1.091043346,
2284.538067321, 1.089964357,
2284.558498903, 1.080055706,
2284.578930486, 1.080602495,
2284.599362068, 1.086182633,
2284.660656817, 1.066959421,
2284.681088500, 1.081447850,
2284.701519983, 1.090692931,
2284.721951566, 1.090565500,
2284.742383249, 1.089481874,
2284.762814733, 1.098194731,
2284.783246316, 1.083753390,
2284.803678000, 1.092922130,
2284.824109483, 1.094393770,
2284.844541167, 1.098862160,
2284.864972750, 1.074256403,
2284.905835918, 1.084045785,
2284.926267502, 1.071268090,
2284.946699086, 1.075968701,
2284.967130670, 1.068026767,
2284.987562255, 1.134987888,
2285.007993839, 1.089624550,
2285.028425423, 1.106333202,
2285.048857008, 1.092223982,
2285.069288692, 1.086521752,
2285.089720177, 1.093831071,
2285.110151762, 1.071518089,
2285.151015031, 1.082144730,
2285.171446516, 1.081049533,
2285.191878201, 1.074685145,
2285.212309787, 1.086560310,
2285.232741272, 1.089177084,
2285.253172957, 1.071647821,
2285.273604543, 1.095692484,
2285.294036128, 1.092129475,
2285.314467714, 1.091464697,
2285.334899199, 1.074364798,
2285.355330885, 1.104661521,
2285.396193957, 1.062013492,
2285.416625643, 1.060791493,
2285.437057229, 1.098069170,
2285.457488915, 1.084861112,
2285.477920402, 1.096349788,
2285.498351988, 1.075863673,
2285.518783675, 1.079576744,
2285.539215161, 1.090002681,
2285.559646748, 1.114687075,
2285.580078435, 1.104294150,
2285.600510021, 1.087762412,
2285.641373195, 1.094600852,
2285.661804783, 1.072791928,
2285.682236370, 1.064991026,
2285.702667957, 1.074406306,
2285.723099544, 1.088260104,
2285.743531232, 1.092185039,
2285.763962720, 1.088916571,
2285.784394307, 1.082595301,
2285.804825995, 1.079322800,
2285.825257483, 1.093134006,
2285.845689071, 1.100079876,
2285.886552247, 1.101033177,
2285.906983935, 1.096449313,
2285.927415524, 1.083510828,
2285.947847012, 1.091129490,
2285.968278701, 1.094148736,
2285.988710189, 1.105674442,
2286.009141778, 1.103689784,
2286.029573467, 1.091253150,
2286.050004956, 1.086721152,
2286.070436545, 1.106834606,
2286.090868234, 1.098133596,
2286.131731412, 1.081976345,
2286.152163002, 1.097428980,
2286.172594591, 1.080825948,
2286.193026181, 1.074519109,
2286.213457770, 1.103203659,
2286.233889360, 1.079060789,
2286.254320950, 1.084345356,
2286.274752540, 1.086057385,
2286.295184230, 1.075057457,
2286.315615820, 1.078561819,
2286.336047311, 1.081726574,
2286.356479001, 1.097272554,
2286.376910591, 1.085927455,
2286.397342082, 1.101524294,
2286.417773773, 1.087748162,
2286.438205364, 1.081622724,
2286.458636854, 1.080686221,
2286.479068545, 1.102512376,
2286.499500136, 1.090566964,
2286.519931828, 1.082796370,
2286.540363319, 1.085609330,
2286.560794910, 1.097781247,
2286.581226502, 1.090858147,
2286.622089585, 1.086294843,
2286.642521277, 1.090912488,
2286.662952869, 1.102578592,
2286.683384461, 1.090672639,
2286.703816053, 1.082475665,
2286.724247645, 1.085849978,
2286.744679338, 1.070012743,
2286.765110830, 1.077930628,
2286.785542423, 1.082412300,
2286.805974115, 1.101583335,
2286.826405708, 1.092185942,
2286.867268894, 1.115498550,
2286.887700487, 1.069777176,
2286.908131980, 1.094840903,
2286.928563673, 1.095213692,
2286.948995267, 1.106739944,
2286.969426960, 1.063951372,
2286.989858454, 1.083992975,
2287.010290048, 1.102991780,
2287.030721741, 1.093083978,
2287.051153235, 1.092159675,
2287.071584829, 1.078863521,
2287.112448018, 1.081847592,
2287.132879712, 1.084531759,
2287.153311307, 1.085339380,
2287.173742801, 1.075598986,
2287.194174496, 1.091306998,
2287.214606091, 1.094461281,
2287.235037586, 1.101593419,
2287.255469281, 1.102758047,
2287.296332471, 1.090513754,
2287.316764066, 1.086092413,
2287.357627258, 1.083804504,
2287.378058853, 1.090151454,
2287.398490449, 1.086620985,
2287.418922045, 1.086856170,
2287.439353641, 1.095240917,
2287.459785237, 1.084822659,
2287.480216933, 1.083230102,
2287.500648430, 1.094589558,
2287.521080026, 1.075927092,
2287.541511723, 1.072384926,
2287.561943220, 1.096396199,
2287.602806513, 1.088251497,
2287.623238011, 1.089576378,
2287.643669708, 1.086279839,
2287.664101305, 1.104011452,
2287.684532802, 1.096976397,
2287.704964500, 1.090090806,
2287.725396098, 1.084368832,
2287.745827595, 1.076604061,
2287.766259293, 1.078062682,
2287.786690891, 1.086432203,
2287.807122589, 1.095442018,
2287.847985686, 1.099695983,
2287.868417384, 1.090028938,
2287.888848883, 1.084358749,
2287.909280482, 1.092349489,
2287.929712180, 1.092680867,
2287.950143779, 1.077949253,
2287.970575379, 1.092950154,
2287.991006978, 1.076362215,
2288.011438477, 1.094199281,
2288.031870176, 1.085381022,
2288.052301776, 1.079223818,
2288.093164975, 1.310886768,
2288.113596575, 1.089017666,
2288.134028075, 1.096206344,
2288.154459775, 1.074631090,
2288.174891376, 1.085405033,
2288.195323076, 1.085755212,
2288.215754577, 1.091941468,
2288.236186177, 1.086387297,
2288.256617878, 1.094931057,
2288.277049379, 1.086106370,
2288.297480980, 1.091599081,
2288.338344182, 1.064132478,
2288.358775784, 1.084168407,
2288.379207485, 1.087789971,
2288.399638987, 1.098909321,
2288.420070689, 1.082966985,
2288.440502290, 1.088966480,
2288.460933892, 1.092134183,
2288.481365495, 1.090203756,
2288.501797097, 1.079748263,
2288.522228699, 1.093388271,
2288.542660302, 1.090928444,
2288.583523607, 1.081009952,
2288.603955110, 1.081752682,
2288.624386713, 1.093155971,
2288.644818316, 1.081508309,
2288.665249919, 1.095625482,
2288.685681523, 1.095730292,
2288.706113226, 1.094286863,
2288.726544730, 1.083243190,
2288.767408038, 1.083175309,
2288.787839542, 1.088482681,
2288.828702850, 1.095392788,
2288.849134355, 1.066242456,
2288.869566059, 1.088611681,
2288.889997664, 1.082926002,
2288.910429169, 1.091515633,
2288.930860874, 1.089779882,
2288.951292479, 1.091780842,
2288.971723984, 1.071743072,
2288.992155689, 1.079719339,
2289.012587295, 1.080361805,
2289.033019000, 1.085103237,
2289.073882112, 1.073279672,
2289.094313818, 1.103324820,
2289.114745324, 1.106878668,
2289.155608637, 1.071599463,
2289.176040243, 1.093040984,
2289.196471850, 1.095520392,
2289.216903457, 1.082820396,
2289.237335064, 1.077784041,
2289.257766671, 1.099813157,
2289.278198278, 1.100139500,
2289.319061493, 1.085103948,
2289.339493100, 1.063431058,
2289.359924608, 1.082644416,
2289.380356316, 1.072363301,
2289.400787924, 1.089387016,
2289.421219632, 1.095897418,
2289.441651140, 1.085920080,
2289.462082749, 1.081118533,
2289.482514458, 1.075597729,
2289.502945966, 1.085728824,
2289.523377575, 1.087696033,
2289.564240793, 1.084336288,
2289.584672502, 1.087551118,
2289.605104112, 1.096139859,
2289.625535621, 1.076145151,
2289.645967331, 1.092469686,
2289.666398941, 1.081351353,
2289.686830551, 1.085134238,
2289.707262161, 1.075484241,
2289.727693771, 1.082160325,
2289.748125381, 1.082981505,
2289.768556992, 1.079951793,
2289.809420313, 1.072804483,
2289.829851924, 1.081487471,
2289.850283435, 1.086132016,
2289.870715147, 1.087582746,
2289.891146758, 1.091399844,
2289.911578270, 1.089270088,
2289.932009981, 1.083994204,
2289.952441593, 1.093473214,
2289.972873105, 1.091313399,
2289.993304817, 1.078903705,
2290.013736329, 1.083619196,
2290.054599654, 1.080375114,
2290.075031167, 1.082890593,
2290.095462880, 1.086830317,
2290.115894493, 1.078613960,
2290.136326006, 1.079740865,
2290.156757719, 1.094546667,
2290.177189332, 1.067893427,
2290.197621046, 1.080540399,
2290.218052559, 1.083684588,
2290.238484173, 1.093762829,
2290.258915887, 1.094416692,
2290.299779016, 1.095460250,
2290.320210730, 1.095683510,
2290.340642345, 1.087260482,
2290.361073859, 1.086778924,
2290.381505574, 1.085511038,
2290.401937189, 1.090529513,
2290.422368804, 1.100078309,
2290.442800419, 1.087063513,
2290.463232035, 1.083577562,
2290.483663751, 1.091855942,
2290.504095266, 1.090614909,
2290.524526882, 1.096463567,
2290.544958598, 1.079771543,
2290.565390114, 1.086241686,
2290.585821731, 1.084962415,
2290.606253447, 1.094250593,
2290.626684964, 1.080883576,
2290.647116681, 1.091265745,
2290.667548198, 1.079741874,
2290.687979815, 1.102327595,
2290.708411532, 1.073426817,
2290.728843049, 1.094858438,
2290.749274667, 1.088052377,
2290.790137902, 1.148575701,
2290.810569620, 1.077721414,
2290.831001239, 1.077618545,
2290.851432857, 1.097484863,
2290.871864475, 1.074908407,
2290.892296094, 1.081879646,
2290.912727713, 1.082510085,
2290.933159332, 1.091955160,
2290.953590951, 1.092200275,
2290.974022570, 1.083123273,
2290.994454189, 1.087931226,
2291.035317529, 1.098208185,
2291.055749148, 1.088887555,
2291.076180668, 1.091520732,
2291.096612389, 1.082192045,
2291.117044009, 1.095430852,
2291.137475529, 1.087244363,
2291.157907250, 1.130384896,
2291.178338871, 1.081573921,
2291.198770392, 1.088984921,
2291.219202113, 1.086733786,
2291.239633734, 1.091720088,
2291.321360221, 1.101126385,
2291.341791843, 1.098317584,
2291.362223465, 1.102313242,
2291.382655088, 1.089678393,
2291.403086710, 1.091707813,
2291.423518433, 1.095142349,
2291.443949956, 1.074551413,
2291.464381579, 1.103345548,
2291.484813302, 1.099233608,
2291.525676449, 1.081371531,
2291.546108172, 1.088156497,
2291.566539796, 1.096378079,
2291.586971320, 1.098512853,
2291.607403044, 1.089550448,
2291.627834669, 1.084650583,
2291.648266393, 1.083497429,
2291.689129543, 1.092401073,
2291.709561268, 1.077304661,
2291.729992793, 1.097650160,
2291.770856143, 1.091199619,
2291.791287669, 1.081031912,
2291.811719395, 1.073286654,
2291.832151021, 1.091658080,
2291.852582547, 1.102034751,
2291.873014273, 1.094989827,
2291.893445900, 1.083814575,
2291.913877426, 1.072248122,
2291.934309153, 1.088401742,
2291.954740780, 1.079176160,
2291.975172407, 1.081704508,
2292.016035662, 1.088088548,
2292.036467289, 1.074513202,
2292.056898917, 1.099172118,
2292.077330545, 1.097564591,
2292.097762173, 1.096739720,
2292.118193801, 1.089749088,
