BJD - 2454833, Corrected Flux
2251.132343029, 1.028111980,
2251.152774825, 1.032489720,
2251.173206620, 1.021752307,
2251.193638414, 1.023245203,
2251.214070208, 1.031470414,
2251.234502003, 1.012132429,
2251.275365589, 1.008123548,
2251.316229175, 1.008806390,
2251.336660967, 1.018893715,
2251.357092759, 1.020394291,
2251.377524651, 1.021007265,
2251.397956342, 1.024795275,
2251.418388133, 1.015227210,
2251.438820024, 1.002067767,
2251.459251714, 1.053579982,
2251.479683504, 1.032059869,
2251.500115393, 1.107075828,
2251.520547083, 1.025289081,
2251.561410760, 1.041126543,
2251.581842449, 1.030865351,
2251.602274236, 1.031582118,
2251.622706124, 1.041502378,
2251.643137811, 1.020186030,
2251.684001485, 1.024646515,
2251.704433271, 1.028308126,
2251.724865057, 1.011547879,
2251.745296843, 1.016981023,
2251.765728628, 1.027961493,
2251.786160413, 1.005538378,
2251.806592197, 1.023153985,
2251.827023982, 1.026964208,
2251.847455766, 1.026515073,
2251.867887549, 1.035516577,
2251.888319333, 1.020208649,
2251.908751116, 1.040044425,
2251.929182898, 1.002972213,
2251.949614681, 1.036501802,
2251.970046463, 1.021566722,
2251.990478244, 1.022315621,
2252.010909926, 1.020068610,
2252.031341807, 1.078721666,
2252.051773587, 1.037916460,
2252.072205368, 1.027964684,
2252.092637148, 1.035036457,
2252.113068927, 1.022472745,
2252.133500707, 1.043829841,
2252.153932486, 1.021313862,
2252.174364265, 1.035282214,
2252.194796043, 1.031341973,
2252.215227921, 1.060830834,
2252.235659599, 1.009871151,
2252.256091376, 1.051420010,
2252.296954930, 1.018799140,
2252.317386807, 1.039008142,
2252.337818583, 1.007145181,
2252.358250259, 1.043874531,
2252.378682134, 1.042477906,
2252.399113909, 1.005193490,
2252.419545584, 0.996762725,
2252.439977459, 1.029357901,
2252.460409233, 1.059749180,
2252.480840907, 1.019565167,
2252.501272780, 1.030504854,
2252.542136326, 1.035444753,
2252.562568099, 1.031980365,
2252.582999871, 1.036417715,
2252.603431643, 1.027052979,
2252.623863415, 1.050565662,
2252.644295186, 1.018751365,
2252.664726957, 1.022540838,
2252.685158728, 1.033693518,
2252.705590498, 1.032913371,
2252.726022168, 1.019060691,
2252.746454038, 1.013198122,
2252.787317476, 1.025277907,
2252.807749345, 1.038115638,
2252.828181114, 1.029089005,
2252.848612982, 1.019796373,
2252.869044650, 1.036136631,
2252.889476417, 1.028423040,
2252.909908284, 1.047468403,
2252.930339951, 1.031841833,
2252.950771718, 1.037425765,
2252.971203584, 1.032559643,
2252.991635250, 1.040938031,
2253.012067016, 1.012525763,
2253.032498881, 1.034927428,
2253.052930646, 1.035825982,
2253.073362311, 1.020217494,
2253.093794175, 1.010153883,
2253.114225939, 1.026963241,
2253.134657603, 1.024832828,
2253.155089466, 1.025019584,
2253.175521229, 1.043985268,
2253.195952892, 1.050478020,
2253.216384754, 1.036958102,
2253.236816516, 1.015111788,
2253.277680040, 1.042947051,
2253.298111801, 1.038549959,
2253.318543462, 1.048086059,
2253.338975323, 1.029879220,
2253.359407083, 1.029622947,
2253.379838843, 1.030045648,
2253.400270602, 1.035379715,
2253.420702362, 1.036719231,
2253.441134121, 1.030455065,
2253.461565880, 1.055520687,
2253.481997638, 1.024155739,
2253.502429396, 1.029545187,
2253.522861154, 1.004008895,
2253.543292912, 1.021191901,
2253.563724769, 1.032519854,
2253.584156426, 1.035121546,
2253.604588182, 1.020274504,
2253.625020038, 1.035690663,
2253.645451694, 1.030017712,
2253.665883450, 1.045392721,
2253.686315305, 0.992247045,
2253.706746960, 1.045878496,
2253.727178715, 1.024955209,
2253.768042224, 1.031084200,
2253.788473977, 1.040771555,
2253.808905831, 1.042922773,
2253.829337484, 1.020931604,
2253.849769237, 1.031222635,
2253.870201090, 1.044478472,
2253.890632842, 1.032909294,
2253.911064594, 1.028157654,
2253.931496346, 1.029746691,
2253.972359848, 1.019401721,
2253.992791599, 1.020848945,
2254.013223349, 1.031936419,
2254.054086849, 1.027857746,
2254.074518599, 1.039104293,
2254.094950348, 1.038860249,
2254.115382097, 1.040544597,
2254.156245594, 1.024711585,
2254.176677342, 1.028912456,
2254.197108990, 1.015865675,
2254.217540837, 1.002577941,
2254.258404331, 1.022163634,
2254.278836078, 1.029466674,
2254.299267824, 1.027221540,
2254.319699570, 1.020069669,
2254.340131316, 1.030431442,
2254.360563061, 1.008662995,
2254.380994806, 1.030005777,
2254.401426651, 1.021864599,
2254.421858295, 1.072373411,
2254.442290139, 1.043915476,
2254.462721883, 1.040513434,
2254.483153527, 1.018090926,
2254.503585370, 1.019721093,
2254.524017113, 1.025780246,
2254.544448756, 1.047707781,
2254.564880598, 1.043546845,
2254.585312340, 1.024870652,
2254.605743982, 1.038299724,
2254.626175823, 1.023895045,
2254.646607565, 1.015446411,
2254.667039205, 1.042741074,
2254.687471046, 1.006371226,
2254.707902786, 1.036135305,
2254.748766266, 1.027520501,
2254.769198005, 1.011650421,
2254.789629744, 1.044355539,
2254.810061483, 1.040379489,
2254.830493222, 1.035035174,
2254.850924960, 1.029099152,
2254.871356698, 1.030805127,
2254.891788436, 1.053792540,
2254.912220173, 1.036973584,
2254.932651910, 1.013052535,
2254.953083647, 1.031034327,
2254.993947120, 1.031802374,
2255.014378856, 1.037048192,
2255.034810691, 1.057995860,
2255.055242327, 1.026443125,
2255.075674062, 1.031228256,
2255.096105896, 1.028401258,
2255.116537531, 1.036956389,
2255.136969265, 1.024754502,
2255.157401099, 1.028399807,
2255.177832733, 1.037728379,
2255.198264466, 1.022113509,
2255.218696299, 1.063719988,
2255.239128032, 0.998687233,
2255.279991496, 1.039639605,
2255.300423228, 1.019584465,
2255.320854860, 1.044817822,
2255.341286691, 1.038989706,
2255.361718422, 1.041264278,
2255.382150053, 1.053435562,
2255.402581883, 1.026538537,
2255.423013613, 1.038260147,
2255.443445443, 1.066065385,
2255.484308802, 1.049109489,
2255.504740531, 1.024986849,
2255.525172260, 1.043772712,
2255.545603988, 1.034685815,
2255.566035716, 1.053189330,
2255.586467444, 1.067159110,
2255.606899171, 1.029045286,
2255.627330899, 1.029480104,
2255.647762626, 1.025604587,
2255.668194353, 1.034736945,
2255.688626079, 1.025817410,
2255.709057805, 1.040694689,
2255.729489531, 1.044775278,
2255.749921257, 1.043268029,
2255.790784707, 1.046996584,
2255.811216532, 1.048415376,
2255.831648156, 1.010557668,
2255.852079880, 1.039999193,
2255.872511704, 1.034747021,
2255.892943328, 1.037991928,
2255.913375151, 1.048322554,
2255.933806874, 1.070759031,
2255.974670320, 1.053771638,
2255.995102042, 1.081084610,
2256.015533664, 1.041265364,
2256.035965486, 1.048891372,
2256.056397207, 1.027274156,
2256.076828928, 1.061552770,
2256.097260649, 1.047753410,
2256.117692370, 1.016758402,
2256.138124090, 1.031401830,
2256.158555810, 1.059850160,
2256.178987530, 1.004733940,
2256.240282687, 1.027385006,
2256.260714406, 1.020713609,
2256.281146124, 1.092301029,
2256.301577842, 1.036887258,
2256.322009560, 1.044098693,
2256.342441277, 1.036982109,
2256.362872995, 1.088135210,
2256.383304812, 1.027595847,
2256.403736429, 1.020569179,
2256.424168145, 1.033572465,
2256.444599961, 1.036400204,
2256.465031577, 1.036507811,
2256.485463293, 1.030044388,
2256.505895108, 1.048204353,
2256.526326723, 1.030362285,
2256.546758438, 1.057988082,
2256.567190252, 1.047615883,
2256.587621867, 1.043061592,
2256.608053580, 1.047594644,
2256.628485394, 1.031868295,
2256.648917108, 1.029929345,
2256.669348721, 1.058377294,
2256.689780534, 1.025352127,
2256.710212246, 1.031413685,
2256.730643859, 1.051790401,
2256.751075671, 1.018356364,
2256.771507383, 1.051093517,
2256.791938994, 1.026414192,
2256.812370805, 1.010027089,
2256.832802516, 1.028135835,
2256.853234327, 1.034520988,
2256.873665938, 1.033563376,
2256.894097648, 1.022564958,
2256.914529458, 0.995229296,
2256.955392777, 1.049709839,
2256.975824586, 1.024681974,
2256.996256195, 1.038020251,
2257.016687903, 1.037544530,
2257.037119612, 1.043343798,
2257.057551320, 1.020027478,
2257.077983028, 1.038554717,
2257.098414735, 1.022057207,
2257.118846443, 1.038587418,
2257.139278149, 1.040543544,
2257.159709956, 1.043511245,
2257.180141563, 1.048952564,
2257.200573269, 1.048909347,
2257.221005075, 1.038569207,
2257.241436681, 1.034023134,
2257.261868386, 1.011456982,
2257.282300191, 1.030148531,
2257.302731796, 1.034973950,
2257.323163601, 1.035270508,
2257.343595305, 1.040646654,
2257.364026909, 1.050801710,
2257.384458713, 1.048942011,
2257.404890417, 1.061650460,
2257.425322020, 1.046225113,
2257.445753823, 1.036495877,
2257.466185526, 1.073521319,
2257.486617228, 1.047280738,
2257.507048931, 1.032214142,
2257.527480633, 1.025394198,
2257.547912334, 1.030132868,
2257.568344136, 1.039826009,
2257.588775737, 1.052121516,
2257.609207438, 1.042743458,
2257.629639239, 1.044483335,
2257.650070839, 1.042650845,
2257.690934340, 1.040603527,
2257.711365939, 1.048385657,
2257.731797639, 1.033451820,
2257.752229338, 1.022750788,
2257.772661037, 1.048708799,
2257.793092835, 1.053037048,
2257.813524434, 1.025838208,
2257.833956132, 1.032261935,
2257.854387930, 1.043411689,
2257.874819528, 1.019550221,
2257.895251225, 1.029212512,
2257.915683022, 1.034736223,
2257.936114619, 1.045630492,
2257.956546315, 1.042991099,
2257.976978112, 1.056821014,
2257.997409808, 1.050807818,
2258.017841404, 1.039557924,
2258.038273199, 1.047090223,
2258.058704895, 1.049077130,
2258.079136490, 1.021889996,
2258.099568285, 1.031331268,
2258.119999979, 1.016259255,
2258.140431574, 1.015533292,
2258.181295062, 1.028063907,
2258.201726655, 1.046712176,
2258.222158449, 1.151366187,
2258.242590141, 1.038091546,
2258.263021934, 1.035166158,
2258.283453527, 1.067582130,
2258.303885219, 1.030989703,
2258.324317011, 1.039000838,
2258.344748603, 1.029039647,
2258.365180295, 1.052742736,
2258.385612086, 1.037247066,
2258.426475368, 1.055589158,
2258.446907158, 1.039420319,
2258.467338849, 1.043894931,
2258.487770439, 1.041280943,
2258.508202229, 1.046041201,
2258.528633818, 1.037914268,
2258.549065508, 1.047452797,
2258.569497297, 1.045499151,
2258.589928886, 1.035482405,
2258.610360574, 1.031758269,
2258.630792362, 1.034074894,
2258.651223951, 1.055346341,
2258.671655638, 1.037624348,
2258.692087426, 1.019490827,
2258.712519014, 1.030547594,
2258.732950801, 1.060794194,
2258.753382487, 1.029930656,
2258.773814074, 1.027587685,
2258.794245860, 1.032368180,
2258.814677546, 1.033932732,
2258.835109232, 1.032923453,
2258.855540918, 1.017945186,
2258.875972603, 1.013403987,
2258.916835974, 1.046165131,
2258.937267658, 1.044476052,
2258.957699343, 1.038394000,
2258.978131127, 1.026952013,
2258.998562711, 1.044762938,
2259.018994395, 1.036841586,
2259.039426178, 1.048658630,
2259.059857761, 1.027715868,
2259.080289444, 1.161680223,
2259.100721227, 1.042847548,
2259.141584492, 1.034882611,
2259.162016274, 1.036276836,
2259.182447856, 1.028477618,
2259.202879637, 1.025872559,
2259.223311319, 1.034646993,
2259.243742900, 1.047512627,
2259.264174680, 1.049290549,
2259.284606261, 1.038520347,
2259.305037941, 1.054858895,
2259.325469722, 1.040021000,
2259.345901401, 1.050156844,
2259.366332981, 1.020045506,
2259.386764760, 1.048918566,
2259.407196440, 1.065469885,
2259.427628018, 1.041107967,
2259.448059797, 1.038781335,
2259.468491476, 1.071128162,
2259.488923054, 1.031974018,
2259.509354832, 1.034170741,
2259.529786510, 1.043892974,
2259.550218087, 1.034173286,
2259.570649864, 1.047825336,
2259.591081541, 1.029603990,
2259.611513318, 1.047683921,
2259.652376571, 1.044945532,
2259.672808347, 1.041757211,
2259.693239923, 1.047018934,
2259.713671599, 1.044047986,
2259.734103374, 1.039000715,
2259.754534949, 1.043165879,
2259.774966624, 1.031323225,
2259.795398399, 1.041804399,
2259.815830074, 1.035537139,
2259.836261648, 1.047712747,
2259.856693422, 1.025408811,
2259.877125096, 1.045994407,
2259.897556669, 1.014576307,
2259.917988443, 1.034230866,
2259.938420116, 1.052277726,
2259.958851689, 1.036889579,
2259.979283461, 1.046965380,
2260.020146706, 1.021216627,
2260.040578478, 1.037338242,
2260.061010049, 1.036064333,
2260.081441821, 1.059717085,
2260.101873492, 1.027274930,
2260.142736834, 1.031509612,
2260.163168505, 1.036423049,
2260.183600175, 1.037564008,
2260.224463515, 1.017267393,
2260.244895185, 1.037147564,
2260.265326854, 1.000107048,
2260.285758523, 1.050297993,
2260.306190192, 1.040524771,
2260.326621961, 1.036773606,
2260.347053530, 1.045753559,
2260.367485198, 1.087009362,
2260.387916966, 1.041603733,
2260.408348534, 1.051393561,
2260.428780201, 1.050186356,
2260.449211969, 1.011302214,
2260.469643536, 1.026871092,
2260.490075203, 1.051081980,
2260.510506970, 1.032426854,
2260.530938536, 1.024484493,
2260.551370303, 1.011288006,
2260.571801969, 1.034273164,
2260.592233535, 1.034533909,
2260.612665300, 1.033389832,
2260.633096966, 1.023674131,
2260.653528631, 1.021195663,
2260.673960296, 1.028962774,
2260.714823625, 1.023805507,
2260.735255290, 1.019318611,
2260.755686954, 1.044770870,
2260.776118517, 1.052213417,
2260.796550281, 1.035928836,
2260.816981944, 1.019355397,
2260.837413508, 1.044989813,
2260.878276933, 1.033904744,
2260.898708496, 1.049133735,
2260.919140258, 1.034011964,
2260.939571921, 1.049096502,
2260.960003483, 1.031066746,
2260.980435244, 1.026511316,
2261.000866906, 1.060403967,
2261.021298667, 1.030946138,
2261.041730228, 1.031483154,
2261.062161889, 1.048414243,
2261.082593649, 1.033087075,
2261.103025210, 1.034383858,
2261.123456870, 1.035658207,
2261.143888630, 1.032795906,
2261.164320290, 1.053999315,
2261.184751849, 1.047397172,
2261.205183609, 1.022723026,
2261.225615268, 1.033302577,
2261.246046827, 1.043227861,
2261.266478585, 1.011247736,
2261.286910244, 1.033103221,
2261.307341802, 1.027682890,
2261.327773560, 1.017477035,
2261.348205218, 1.061501678,
2261.368636775, 1.026734919,
2261.389068533, 1.056343033,
2261.409500090, 1.054659605,
2261.429931847, 1.045666342,
2261.450363504, 1.015664364,
2261.470795060, 1.035631252,
2261.491226817, 1.052616609,
2261.511658473, 1.055620609,
2261.532090129, 1.030052165,
2261.552521784, 1.027661288,
2261.572953440, 1.028005676,
2261.593385095, 1.005294840,
2261.613816750, 1.039511501,
2261.634248405, 1.051535143,
2261.654680060, 1.035725611,
2261.675111814, 1.029413781,
2261.695543368, 1.059428388,
2261.715975023, 1.047404799,
2261.736406776, 1.030569243,
2261.756838330, 1.019887982,
2261.777269983, 1.058262453,
2261.797701737, 1.048175094,
2261.818133290, 1.031404151,
2261.858996695, 1.021176098,
2261.879428247, 1.041294248,
2261.899860000, 1.051846806,
2261.920291651, 1.032341815,
2261.940723203, 1.053227562,
2261.961154955, 1.050845449,
2261.981586606, 1.029421682,
2262.002018257, 1.044350736,
2262.022449908, 1.052284628,
2262.042881559, 1.043224071,
2262.063313210, 1.036122360,
2262.104176510, 1.031672652,
2262.124608160, 1.051336228,
2262.145039810, 1.047238611,
2262.165471459, 1.046255030,
2262.185903009, 1.047480233,
2262.206334758, 1.043025197,
2262.226766407, 1.047886378,
2262.247198155, 1.049570523,
2262.267629704, 1.049110858,
2262.288061352, 1.033158688,
2262.308493100, 1.030816867,
2262.328924648, 1.033860337,
2262.349356296, 1.036075496,
2262.369788044, 1.036266280,
2262.390219591, 1.053051062,
2262.410651238, 1.042586875,
2262.431082985, 1.036403636,
2262.451514532, 1.047865697,
2262.471946178, 1.043356875,
2262.492377924, 1.039985363,
2262.512809571, 1.019098730,
2262.533241116, 1.060323412,
2262.553672862, 1.049474067,
2262.574104508, 1.024768104,
2262.594536053, 1.052353568,
2262.614967798, 1.042961304,
2262.635399443, 1.037519716,
2262.655831088, 1.055779763,
2262.676262733, 1.057994803,
2262.696694377, 1.039498798,
2262.717126121, 1.057677457,
2262.737557665, 1.033165438,
2262.757989309, 1.041649406,
2262.778420952, 1.031385759,
2262.798852596, 1.046173443,
2262.819284239, 1.054255251,
2262.839715882, 1.043664627,
2262.860147525, 1.043522080,
2262.880579167, 1.051466430,
2262.901010810, 1.067500951,
2262.921442452, 1.040559765,
2262.941874094, 1.035129861,
2262.962305736, 1.041759238,
2262.982737377, 1.041041136,
2263.003169019, 1.039571626,
2263.023600660, 1.057840288,
2263.044032301, 1.050204838,
2263.064464042, 1.032901864,
2263.084895683, 1.054644579,
2263.105327223, 1.048525620,
2263.125758964, 1.037646591,
2263.166622144, 1.082712599,
2263.187053883, 1.040999206,
2263.207485523, 1.070884445,
2263.227917062, 1.020297353,
2263.248348801, 1.053986476,
2263.268780440, 1.066574413,
2263.289211979, 1.059727735,
2263.309643718, 1.051275531,
2263.330075356, 1.063606486,
2263.350506994, 1.039069569,
2263.370938632, 1.062349417,
2263.391370270, 1.020523975,
2263.411801908, 1.034399227,
2263.432233545, 1.038601389,
2263.452665183, 1.035607444,
2263.473096920, 1.059839338,
2263.493528457, 1.055914161,
2263.513960093, 1.056989378,
2263.534391830, 1.018716854,
2263.575255003, 1.063825928,
2263.595686739, 1.083753744,
2263.616118274, 1.048053324,
2263.656981645, 1.054146438,
2263.677413181, 1.049737297,
2263.718276551, 1.051695479,
2263.738708085, 1.046125382,
2263.759139720, 1.050684965,
2263.779571454, 1.060599799,
2263.800002988, 1.057636941,
2263.820434722, 1.068278567,
2263.840866356, 1.048032764,
2263.861297890, 1.058018412,
2263.881729623, 1.031952298,
2263.902161256, 1.044066793,
2263.922592889, 1.050175397,
2263.943024523, 1.056132542,
2263.963456155, 1.026274383,
2263.983887788, 1.044377509,
2264.004319520, 1.047718936,
2264.024751052, 1.054516880,
2264.065614416, 1.047647949,
2264.086045948, 1.058325425,
2264.106477579, 1.046393723,
2264.126909310, 1.067564458,
2264.147340842, 1.051552025,
2264.167772473, 1.056765174,
2264.188204203, 1.051103898,
2264.208635734, 1.049540941,
2264.229067464, 1.048324014,
2264.249499094, 1.048627638,
2264.269930625, 1.049816586,
2264.290362355, 1.050769237,
2264.310793884, 1.046052295,
2264.331225514, 1.054852252,
2264.351657243, 1.031351728,
2264.372088772, 1.048220885,
2264.392520401, 1.047369185,
2264.412952130, 1.050507098,
2264.433383759, 1.059283447,
2264.453815287, 1.053789827,
2264.474247016, 1.059578574,
2264.494678644, 1.059256339,
2264.515110172, 1.046321482,
2264.535541899, 1.055569570,
2264.555973527, 1.067612150,
2264.576405055, 1.048297941,
2264.596836782, 1.042797586,
2264.617268409, 1.055662390,
2264.637700136, 1.053560209,
2264.658131663, 1.032297283,
2264.678563289, 1.063851150,
2264.698995016, 1.046477462,
2264.719426542, 1.050655787,
2264.739858168, 1.049751838,
2264.760289894, 1.050458911,
2264.780721420, 1.063611849,
2264.801153045, 1.048340707,
2264.821584771, 1.058142662,
2264.842016396, 1.061041687,
2264.862447921, 1.056799122,
2264.882879646, 1.047372033,
2264.903311270, 1.029162372,
2264.923742795, 1.062226534,
2264.944174519, 1.053036737,
2264.964606144, 1.056641400,
2264.985037768, 1.070748212,
2265.005469392, 1.057003354,
2265.025900915, 1.039254876,
2265.046332639, 1.038657396,
2265.066764262, 1.062345158,
2265.087195786, 1.047185531,
2265.107627509, 1.063401835,
2265.128059131, 1.056297597,
2265.148490654, 1.067563954,
2265.168922377, 1.063645284,
2265.189353999, 1.056986753,
2265.209785521, 1.048790440,
2265.230217244, 1.071311771,
2265.271080487, 1.051353638,
2265.291512109, 1.071427133,
2265.311943730, 1.051121867,
2265.332375351, 1.058740001,
2265.352806972, 1.061474243,
2265.373238593, 1.052670605,
2265.393670314, 1.057421515,
2265.414101935, 1.068005296,
2265.434533455, 1.067603195,
2265.454965176, 1.053332860,
2265.475396796, 1.052208475,
2265.495828316, 1.060012609,
2265.516260036, 1.064765714,
2265.536691655, 1.058608369,
2265.557123175, 1.051918878,
2265.577554894, 1.067607640,
2265.597986513, 1.056303812,
2265.618418032, 1.056019385,
2265.638849751, 1.067481018,
2265.659281370, 1.054904971,
2265.679712988, 1.067447371,
2265.700144607, 1.043243703,
2265.720576225, 1.062061073,
2265.741007843, 1.061271702,
2265.761439461, 1.062954422,
2265.781871079, 1.055667828,
2265.802302696, 1.072891328,
2265.822734314, 1.050526038,
2265.843165931, 1.037429144,
2265.884029165, 1.076926132,
2265.904460782, 1.049306634,
2265.924892498, 1.050517475,
2265.945324015, 1.089756302,
2265.965755631, 1.073642087,
2265.986187348, 1.062730582,
2266.047482195, 1.063240335,
2266.067913711, 1.080519336,
2266.108777042, 1.053473208,
2266.129208557, 1.065110834,
2266.149640272, 1.046228004,
2266.170071886, 1.069078934,
2266.190503401, 1.060155891,
2266.210935116, 1.072056416,
2266.231366730, 1.072084215,
2266.251798344, 1.060710317,
2266.272229958, 1.091456788,
2266.313093186, 1.118605860,
2266.333524800, 1.052721362,
2266.353956413, 1.059358551,
2266.374388026, 1.062690194,
2266.394819639, 1.053704454,
2266.415251252, 1.119418939,
2266.435682865, 1.065447964,
2266.456114478, 1.070399299,
2266.476546091, 1.066960143,
2266.496977703, 1.071909236,
2266.517409315, 1.086796943,
2266.537840927, 1.068230863,
2266.558272639, 1.065333328,
2266.578704151, 1.060075081,
2266.599135763, 1.064625532,
2266.619567475, 1.071506273,
2266.639998986, 1.075795163,
2266.660430597, 1.074953857,
2266.680862308, 1.065605282,
2266.701293819, 1.035507049,
2266.721725430, 1.043184902,
2266.762588751, 1.064949249,
2266.783020262, 1.065707091,
2266.803451972, 1.062003758,
2266.823883582, 1.053547300,
2266.844315092, 1.066515907,
2266.864746802, 1.063725966,
2266.885178411, 1.060684309,
2266.905610121, 1.056006027,
2266.926041630, 1.060175727,
2266.946473240, 1.073753998,
2266.966904949, 1.041995418,
2266.987336458, 1.075637043,
2267.028199775, 1.057263417,
2267.048631284, 1.057507364,
2267.069062892, 1.075746403,
2267.089494600, 1.060881531,
2267.109926108, 1.074734408,
2267.130357716, 1.080579946,
2267.150789424, 1.077906032,
2267.171220932, 1.048212627,
2267.191652539, 1.072934494,
2267.212084147, 1.060912597,
2267.232515754, 1.055380819,
2267.252947461, 1.083421210,
2267.273379068, 1.065463638,
2267.293810575, 1.066680211,
2267.314242282, 1.056565048,
2267.334673888, 1.067814561,
2267.355105395, 1.065020550,
2267.375537101, 1.066645187,
2267.395968707, 1.063019716,
2267.416400213, 1.057118348,
2267.436831919, 1.095604726,
2267.457263525, 1.048495557,
2267.477695031, 1.058149753,
2267.498126736, 1.068820738,
2267.518558342, 1.067502893,
2267.538989847, 1.064871222,
2267.559421552, 1.063986707,
2267.579853157, 1.063935688,
2267.600284862, 1.054896145,
2267.620716366, 1.055220572,
2267.641147971, 1.078204435,
2267.661579676, 1.079797191,
2267.682011180, 1.062993802,
2267.702442784, 1.059659054,
2267.722874488, 1.042316816,
2267.743306092, 1.069479967,
2267.763737596, 1.077382956,
2267.784169299, 1.062751965,
2267.804600903, 0.997436689,
2267.825032406, 1.036218902,
2267.845464109, 1.059221949,
2267.865895713, 1.061304373,
2267.886327216, 1.063872662,
2267.906758918, 1.073209102,
2267.927190421, 1.067282323,
2267.947622024, 1.085374210,
2267.988485229, 1.074514392,
2268.008916931, 1.061179331,
2268.029348533, 1.048099095,
2268.049780035, 1.051552247,
2268.070211737, 1.066975207,
2268.090643338, 1.057057268,
2268.111074940, 1.063170042,
2268.131506541, 1.067596296,
2268.151938143, 1.058558249,
2268.172369744, 1.049090952,
2268.192801345, 1.051818159,
2268.213232946, 1.042845247,
2268.233664547, 1.065102967,
2268.254096147, 1.062841583,
2268.274527748, 1.066588668,
2268.294959348, 1.058288457,
2268.315391049, 1.054487580,
2268.335822549, 1.059701441,
2268.356254249, 1.058607786,
2268.376685849, 1.073272306,
2268.397117349, 1.055654118,
2268.417549048, 1.061898293,
2268.437980648, 1.043105510,
2268.458412147, 1.061397755,
2268.478843847, 1.064560477,
2268.499275446, 1.065775145,
2268.519706945, 1.057716160,
2268.540138644, 1.098823392,
2268.560570243, 1.052410623,
2268.581001841, 1.027250386,
2268.601433440, 1.056086209,
2268.621865038, 1.057401515,
2268.642296537, 1.044379813,
2268.662728235, 1.054115406,
2268.683159833, 1.083808111,
2268.724023029, 1.064467409,
2268.744454627, 1.072138093,
2268.764886324, 1.068345921,
2268.785317822, 1.061724944,
2268.805749419, 1.066061678,
2268.826181116, 1.053751020,
2268.846612614, 1.061480926,
2268.867044211, 1.048137608,
2268.887475908, 1.081607132,
2268.907907404, 1.067732639,
2268.928339001, 1.045838385,
2268.948770698, 1.043563826,
2268.969202194, 1.077705983,
2268.989633790, 1.066154073,
2269.030496983, 1.050012247,
2269.050928679, 1.061690419,
2269.071360275, 1.055427988,
2269.091791770, 1.051322480,
2269.112223466, 1.073485621,
2269.132655062, 1.054069310,
2269.153086657, 1.071593227,
2269.173518252, 1.053965219,
2269.193949848, 1.059019216,
2269.214381442, 1.063046695,
2269.234813137, 1.046053229,
2269.255244632, 1.047987750,
2269.275676227, 1.049963855,
2269.296107822, 1.074737821,
2269.316539416, 1.040874406,
2269.336971111, 1.070480374,
2269.357402605, 1.073995827,
2269.377834199, 1.085091254,
2269.398265893, 1.065220550,
2269.418697387, 1.071840518,
2269.439128981, 1.093813700,
2269.459560675, 1.062365811,
2269.479992168, 1.060328309,
2269.500423762, 1.067499319,
2269.520855455, 1.041536645,
2269.541286949, 1.039388824,
2269.561718542, 1.063083039,
2269.582150235, 1.072973263,
2269.602581828, 1.056551496,
2269.623013321, 1.059131648,
2269.643445013, 1.058917019,
2269.663876606, 1.069288109,
2269.684308199, 1.036831518,
2269.704739791, 1.077346263,
2269.745603076, 1.070810357,
2269.766034568, 1.053045569,
2269.786466160, 1.088372651,
2269.806897852, 1.075148325,
2269.827329343, 1.063899302,
2269.847760935, 1.072500790,
2269.868192627, 1.058370402,
2269.888624118, 1.062367798,
2269.909055709, 1.056643054,
2269.949918892, 1.077694913,
2269.970350483, 1.075438496,
2269.990782174, 1.073192491,
2270.011213665, 1.076926458,
2270.031645355, 1.072420729,
2270.052076846, 1.073237280,
2270.072508437, 1.074793079,
2270.092940127, 1.082338694,
2270.113371617, 1.061864526,
2270.133803208, 1.069133941,
2270.154234898, 1.066315081,
2270.174666488, 1.077410066,
2270.195097978, 1.082946900,
2270.215529668, 1.085535627,
2270.235961257, 1.060950360,
2270.256392747, 1.079909881,
2270.276824437, 1.084355803,
2270.297256026, 1.063604946,
2270.317687715, 1.051397130,
2270.338119205, 1.064174707,
2270.358550794, 1.069467444,
2270.378982483, 1.069937181,
2270.399413972, 1.091403780,
2270.419845561, 1.094687435,
2270.440277249, 1.076452792,
2270.460708738, 1.087260523,
2270.481140327, 1.047487828,
2270.501572015, 1.078263751,
2270.522003503, 1.068197255,
2270.542435092, 1.078520271,
2270.562866780, 1.070582209,
2270.583298368, 1.070479197,
2270.603729856, 1.093280406,
2270.624161544, 1.074144437,
2270.644593132, 1.057067177,
2270.665024719, 1.079857563,
2270.685456307, 1.073178094,
2270.705887894, 1.065832005,
2270.726319482, 1.074582984,
2270.746751069, 1.069309836,
2270.767182656, 1.067149144,
2270.787614243, 1.086212994,
2270.808045830, 1.062572575,
2270.828477317, 1.067090530,
2270.848909004, 1.071156546,
2270.869340591, 1.090453556,
2270.889772078, 1.073186166,
2270.910203764, 1.072736343,
2270.930635351, 1.075714291,
2270.951066837, 1.070210010,
2270.971498523, 1.078577806,
2270.991930109, 1.069355281,
2271.012361796, 1.081786779,
2271.032793282, 1.083558952,
2271.053224868, 1.086584399,
2271.073656553, 1.062530599,
2271.094088039, 1.098139930,
2271.114519625, 1.074346532,
2271.134951310, 1.061219170,
2271.155382896, 1.076237976,
2271.175814381, 1.084054442,
2271.196246067, 1.945659275,
2271.216677652, 1.089334254,
2271.237109137, 1.086046781,
